Rk,Player,Pos,Age,Tm,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
225,John Jenkins\jenkijo01,SG,24,TOT,43,3,11.2,1.7,3.7,0.444,0.4,1.2,0.314,1.3,2.5,0.505,0.494,0.5,0.6,0.833,0.2,1.1,1.3,0.8,0.2,0.0,0.6,0.5,4.1,480,10.0,0.522,0.319,0.15,1.8,11.3,6.5,11.7,0.8,0.2,13.7,18.1,0.0,0.2,0.2,0.022,-3.0,-2.4,-5.4,-0.4
225,John Jenkins\jenkijo01,SG,24,DAL,21,1,9.2,1.4,3.3,0.414,0.1,0.9,0.158,1.2,2.4,0.51,0.436,0.4,0.4,0.889,0.2,0.9,1.0,0.4,0.1,0.0,0.5,0.5,3.3,193,7.2,0.466,0.271,0.129,2.3,10.2,6.3,7.6,0.8,0.0,12.9,20.1,-0.2,0.1,-0.1,-0.033,-5.0,-2.4,-7.4,-0.3
225,John Jenkins\jenkijo01,SG,24,PHO,22,2,13.0,1.9,4.1,0.467,0.6,1.5,0.406,1.3,2.6,0.5,0.539,0.5,0.7,0.8,0.2,1.4,1.6,1.2,0.2,0.0,0.7,0.5,5.0,287,11.9,0.564,0.356,0.167,1.5,12.0,6.6,14.4,0.8,0.3,14.2,16.7,0.3,0.1,0.4,0.059,-1.6,-2.3,-4.0,-0.1
226,Brandon Jennings\jennibr01,PG,26,TOT,48,7,18.1,2.3,6.3,0.368,1.1,3.2,0.329,1.3,3.1,0.409,0.452,1.2,1.6,0.731,0.3,1.7,2.0,3.5,0.6,0.1,1.2,1.2,6.9,868,13.7,0.491,0.51,0.257,2.0,10.4,6.1,29.2,1.7,0.7,14.4,20.0,0.8,0.7,1.5,0.082,0.3,-1.7,-1.4,0.1
226,Brandon Jennings\jennibr01,PG,26,DET,23,1,18.1,2.3,6.2,0.371,1.0,3.3,0.312,1.3,2.9,0.439,0.455,1.2,1.7,0.711,0.2,1.8,2.0,3.0,0.5,0.1,1.0,1.0,6.8,416,13.1,0.491,0.538,0.266,1.3,11.2,6.0,25.7,1.3,0.4,12.1,19.0,0.4,0.4,0.8,0.094,0.3,-1.5,-1.1,0.1
226,Brandon Jennings\jennibr01,PG,26,ORL,25,6,18.1,2.4,6.4,0.366,1.1,3.1,0.346,1.3,3.3,0.386,0.45,1.2,1.6,0.75,0.4,1.6,2.0,4.0,0.7,0.2,1.4,1.3,7.0,452,14.3,0.49,0.484,0.248,2.7,9.7,6.1,32.4,2.0,0.9,16.4,20.9,0.3,0.4,0.7,0.071,0.4,-1.9,-1.6,0.0
227,Jonas Jerebko\jerebjo01,PF,28,BOS,78,0,15.1,1.5,3.7,0.413,0.6,1.4,0.398,1.0,2.3,0.421,0.488,0.8,1.0,0.782,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4,1176,10.3,0.531,0.378,0.273,6.8,19.4,13.0,7.4,0.8,1.6,14.0,13.5,0.9,1.5,2.4,0.097,-2.5,0.4,-2.0,0.0
228,Amir Johnson\johnsam01,PF,28,BOS,79,76,22.8,3.2,5.4,0.585,0.1,0.5,0.233,3.0,4.8,0.624,0.596,0.9,1.5,0.57,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,7.3,1800,16.0,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,3.0,2.9,5.9,0.158,-0.2,3.2,3.0,2.3
229,Chris Johnson\johnsch04,SF,25,UTA,70,2,12.2,1.0,2.8,0.371,0.4,1.4,0.273,0.6,1.4,0.474,0.441,0.5,0.6,0.81,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9,857,8.2,0.482,0.51,0.216,3.7,14.3,9.0,8.0,2.0,2.0,15.8,13.6,-0.1,1.2,1.1,0.059,-2.7,1.3,-1.4,0.1
230,James Johnson\johnsja01,PF,28,TOR,57,32,16.2,2.0,4.2,0.475,0.4,1.2,0.303,1.6,3.1,0.54,0.517,0.7,1.2,0.574,0.5,1.7,2.2,1.2,0.5,0.6,0.9,1.5,5.0,926,11.4,0.532,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,0.3,1.0,1.3,0.068,-1.7,1.0,-0.6,0.3
231,Joe Johnson\johnsjo02,SF,34,TOT,81,81,33.4,4.7,10.6,0.439,1.5,3.9,0.383,3.2,6.7,0.471,0.509,1.5,1.8,0.831,0.6,3.0,3.6,3.9,0.8,0.0,2.0,1.8,12.2,2703,12.0,0.538,0.364,0.165,2.0,10.2,6.1,18.0,1.1,0.1,14.7,17.9,1.9,0.8,2.7,0.048,0.3,-1.6,-1.3,0.4
231,Joe Johnson\johnsjo02,SF,34,BRO,57,57,33.9,4.3,10.7,0.406,1.5,4.0,0.371,2.8,6.6,0.427,0.476,1.6,1.9,0.852,0.6,3.3,3.9,4.1,0.7,0.0,2.0,1.8,11.8,1934,10.7,0.512,0.377,0.178,1.9,11.2,6.5,18.0,1.0,0.1,15.0,17.8,0.6,0.2,0.7,0.018,-0.4,-1.7,-2.2,-0.1
231,Joe Johnson\johnsjo02,SF,34,MIA,24,24,32.0,5.4,10.5,0.518,1.5,3.5,0.417,4.0,7.0,0.569,0.588,1.1,1.4,0.765,0.6,2.2,2.8,3.6,0.9,0.1,1.8,1.9,13.4,769,15.2,0.603,0.335,0.135,2.3,7.6,5.0,17.9,1.4,0.2,13.9,18.4,1.3,0.6,2.0,0.123,2.0,-1.3,0.8,0.5
232,Orlando Johnson\johnsor01,SG,26,TOT,7,1,14.4,1.3,4.9,0.265,0.3,1.4,0.2,1.0,3.4,0.292,0.294,0.9,1.1,0.75,0.6,1.6,2.1,0.3,0.4,0.4,0.6,1.3,3.7,101,3.6,0.346,0.294,0.235,4.2,12.3,8.1,2.7,1.5,2.4,9.6,17.8,-0.2,0.1,-0.2,-0.087,-8.0,-2.4,-10.4,-0.2
232,Orlando Johnson\johnsor01,SG,26,PHO,2,0,23.5,2.5,8.5,0.294,0.5,2.5,0.2,2.0,6.0,0.333,0.324,2.5,3.0,0.833,1.5,3.0,4.5,0.0,1.0,1.5,0.5,2.5,8.0,47,10.1,0.407,0.294,0.353,6.8,14.2,10.4,0.0,2.1,5.2,4.8,18.7,0.0,0.1,0.0,0.026,-6.2,-2.0,-8.2,-0.1
232,Orlando Johnson\johnsor01,SG,26,NOR,5,1,10.8,0.8,3.4,0.235,0.2,1.0,0.2,0.6,2.4,0.25,0.265,0.2,0.4,0.5,0.2,1.0,1.2,0.4,0.2,0.0,0.6,0.8,2.0,54,-2.1,0.28,0.294,0.118,2.0,10.6,6.2,5.1,0.9,0.0,14.4,17.1,-0.2,0.0,-0.2,-0.185,-9.5,-2.8,-12.3,-0.1
233,Stanley Johnson\johnsst04,SF,19,DET,73,6,23.1,3.1,8.2,0.375,0.9,2.8,0.307,2.2,5.4,0.41,0.428,1.1,1.4,0.784,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1,1687,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15.0,19.6,-1.3,1.9,0.6,0.018,-3.1,0.5,-2.6,-0.2
234,Tyler Johnson\johnsty01,SG,23,MIA,36,5,24.0,3.3,6.8,0.486,0.8,2.0,0.38,2.5,4.8,0.529,0.541,1.4,1.8,0.797,0.8,2.3,3.0,2.2,0.7,0.4,1.3,1.8,8.7,863,13.8,0.579,0.292,0.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,1.2,0.9,2.0,0.113,0.4,0.0,0.4,0.5
235,Wesley Johnson\johnswe01,SF,28,LAC,80,9,20.8,2.6,6.4,0.404,1.3,3.9,0.333,1.3,2.6,0.51,0.504,0.4,0.6,0.652,0.5,2.6,3.1,0.6,1.1,0.7,0.7,2.2,6.9,1666,11.0,0.513,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16.0,0.0,2.7,2.6,0.076,-1.3,1.8,0.5,1.0
236,Nikola Jokic\jokicni01,C,20,DEN,80,55,21.7,3.8,7.5,0.512,0.4,1.1,0.333,3.5,6.5,0.541,0.535,1.9,2.4,0.811,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0,1733,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,4.5,2.2,6.7,0.185,2.6,2.2,4.8,3.0
237,Dahntay Jones\jonesda02,SF,35,CLE,1,0,42.0,6.0,14.0,0.429,1.0,2.0,0.5,5.0,12.0,0.417,0.464,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,2.0,0.0,6.0,13.0,42,10.3,0.464,0.143,0.0,2.7,10.7,6.7,7.3,1.2,3.9,0.0,15.1,0.0,0.1,0.1,0.096,-3.1,0.9,-2.2,0.0
238,James Jones\jonesja02,SF,35,CLE,48,0,9.6,1.2,3.0,0.408,0.9,2.2,0.394,0.4,0.8,0.447,0.553,0.4,0.5,0.808,0.2,0.9,1.0,0.3,0.2,0.2,0.3,1.0,3.7,463,11.6,0.58,0.732,0.183,2.0,10.2,6.1,4.5,1.2,1.8,7.8,16.2,0.7,0.5,1.2,0.12,0.3,-1.3,-1.0,0.1
239,Terrence Jones\joneste01,PF,24,HOU,50,11,20.9,3.3,7.3,0.452,0.5,1.6,0.316,2.8,5.8,0.49,0.486,1.5,2.3,0.664,1.2,3.0,4.2,0.8,0.5,0.8,1.0,1.7,8.7,1044,13.5,0.519,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,0.8,0.7,1.5,0.068,-2.4,-1.0,-3.4,-0.4
240,Tyus Jones\jonesty01,PG,19,MIN,37,0,15.5,1.5,4.2,0.359,0.4,1.4,0.302,1.1,2.8,0.388,0.41,0.8,1.1,0.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2,573,11.2,0.45,0.34,0.25,1.4,8.0,4.8,27.7,2.7,0.4,16.0,16.1,0.0,0.3,0.3,0.027,-1.7,-2.0,-3.7,-0.3
241,DeAndre Jordan\jordade01,C,27,LAC,77,77,33.7,4.6,6.6,0.703,0.0,0.0,0.0,4.6,6.6,0.704,0.703,3.5,8.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7,2598,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1.0,5.4,12.1,15.4,6.0,5.5,11.5,0.213,-0.4,3.8,3.4,3.5
242,Cory Joseph\josepco01,SG,24,TOR,80,4,25.6,3.2,7.3,0.439,0.4,1.4,0.273,2.8,5.9,0.478,0.465,1.7,2.2,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5,2046,12.4,0.512,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17.0,1.8,1.7,3.5,0.082,-0.6,-0.4,-1.0,0.5
243,Chris Kaman\kamanch01,C,33,POR,16,2,7.0,1.3,2.7,0.465,0.1,0.3,0.25,1.2,2.4,0.487,0.477,0.2,0.2,1.0,0.4,1.1,1.5,0.7,0.1,0.1,0.5,0.9,2.8,112,11.1,0.496,0.093,0.07,6.8,16.5,11.6,15.8,0.4,0.7,15.3,20.4,0.0,0.1,0.1,0.037,-3.3,-1.9,-5.1,-0.1
244,Frank Kaminsky\kaminfr01,C,22,CHA,81,3,21.1,2.7,6.5,0.41,0.8,2.5,0.337,1.8,4.0,0.455,0.474,1.3,1.8,0.73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,1708,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9.0,1.1,2.0,8.9,17.1,1.2,2.1,3.3,0.093,-1.6,0.4,-1.2,0.3
245,Enes Kanter\kanteen01,C,23,OKC,82,1,21.0,5.0,8.8,0.576,0.1,0.3,0.476,4.9,8.5,0.579,0.583,2.4,3.1,0.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7,1721,24.0,0.626,0.029,0.349,16.7,24.9,21.0,3.1,0.7,1.5,12.2,23.4,6.0,2.1,8.1,0.226,1.3,-3.1,-1.7,0.1
246,Sergey Karasev\karasse01,SF,22,BRO,40,5,10.0,0.8,1.9,0.405,0.3,0.9,0.297,0.5,0.9,0.514,0.48,0.7,0.7,0.929,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,2.4,399,8.5,0.562,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,0.2,0.1,0.3,0.031,-2.4,-1.7,-4.2,-0.2
247,Sasha Kaun\kaunsa01,C,30,CLE,25,0,3.8,0.4,0.7,0.529,0.0,0.0,,0.4,0.7,0.529,0.529,0.2,0.4,0.455,0.5,0.6,1.0,0.1,0.2,0.2,0.3,0.4,0.9,95,12.5,0.527,0.0,0.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0.0,0.2,0.2,0.096,-3.5,2.7,-0.8,0.0
248,Ryan Kelly\kellyry01,PF,24,LAL,36,0,13.1,1.5,4.1,0.369,0.1,1.0,0.135,1.4,3.1,0.446,0.386,1.0,1.5,0.685,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2,470,10.3,0.44,0.248,0.362,4.6,23.7,13.8,6.9,1.4,1.7,9.4,17.9,-0.3,0.3,0.1,0.005,-4.9,-1.1,-6.0,-0.5
249,Michael Kidd-Gilchrist\kiddgmi01,SF,22,CHA,7,7,29.3,4.7,8.7,0.541,0.4,1.0,0.429,4.3,7.7,0.556,0.566,2.9,4.1,0.69,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7,205,16.9,0.603,0.115,0.475,6.3,17.8,12.0,7.3,0.7,1.2,9.8,18.0,0.4,0.2,0.6,0.152,-0.7,-0.7,-1.4,0.0
250,Sean Kilpatrick\kilpase01,SG,26,TOT,31,0,19.9,4.0,8.7,0.456,1.3,3.7,0.342,2.7,5.0,0.538,0.528,1.9,2.2,0.896,0.4,1.4,1.8,0.9,0.4,0.1,1.0,1.2,11.1,616,15.6,0.576,0.422,0.248,2.1,8.2,5.1,8.0,1.0,0.3,9.4,23.8,1.0,0.0,1.0,0.076,1.4,-4.4,-3.0,-0.2
250,Sean Kilpatrick\kilpase01,SG,26,DEN,8,0,10.3,1.0,2.6,0.381,0.5,2.1,0.235,0.5,0.5,1.0,0.476,0.9,1.0,0.875,0.3,0.5,0.8,0.4,0.3,0.0,0.5,0.9,3.4,82,8.0,0.551,0.81,0.381,2.7,5.5,4.1,5.4,1.2,0.0,14.0,15.2,0.0,0.0,0.1,0.037,-0.9,-3.4,-4.3,0.0
250,Sean Kilpatrick\kilpase01,SG,26,BRO,23,0,23.2,5.0,10.8,0.462,1.5,4.2,0.361,3.5,6.6,0.526,0.532,2.3,2.6,0.898,0.4,1.7,2.2,1.1,0.4,0.1,1.2,1.3,13.8,534,16.7,0.578,0.39,0.237,2.1,8.6,5.3,8.4,0.9,0.3,8.9,25.2,0.9,0.0,0.9,0.082,1.8,-4.5,-2.8,-0.1
251,Brandon Knight\knighbr03,SG,24,PHO,52,50,36.0,7.1,17.2,0.415,2.3,6.8,0.342,4.8,10.5,0.461,0.482,3.0,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,1870,14.7,0.522,0.392,0.204,2.0,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.7,0.9,1.7,0.043,1.2,-1.5,-0.3,0.8
252,Kyle Korver\korveky01,SG,34,ATL,80,80,30.0,3.4,7.7,0.435,2.0,5.0,0.398,1.4,2.7,0.502,0.563,0.6,0.7,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2.0,9.2,2401,9.7,0.578,0.644,0.088,0.7,10.9,5.9,9.9,1.2,1.1,13.3,13.7,1.2,2.9,4.1,0.081,-0.7,0.5,-0.2,1.1
253,Kosta Koufos\koufoko01,C,26,SAC,78,14,19.0,3.0,5.7,0.532,0.0,0.0,,3.0,5.7,0.532,0.532,0.7,1.3,0.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8,1482,15.1,0.54,0.0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,2.1,1.4,3.5,0.113,-1.6,0.4,-1.2,0.3
254,Jeremy Lamb\lambje01,SG,23,CHA,66,0,18.6,3.5,7.7,0.451,0.8,2.7,0.309,2.6,5.0,0.529,0.506,1.0,1.3,0.727,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8,1227,15.9,0.529,0.355,0.173,3.9,18.7,11.2,10.9,1.7,2.0,8.4,22.0,1.0,1.8,2.7,0.107,-0.6,0.1,-0.5,0.4
255,Carl Landry\landrca01,PF,32,PHI,36,12,15.8,3.9,6.9,0.556,0.2,0.4,0.462,3.7,6.6,0.561,0.568,1.9,2.5,0.736,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8,569,22.4,0.605,0.052,0.364,9.1,19.2,14.0,11.1,1.0,1.2,7.1,24.0,1.8,0.3,2.1,0.176,1.5,-2.3,-0.7,0.2
256,Shane Larkin\larkish01,PG,23,BRO,78,17,22.4,2.8,6.4,0.442,0.5,1.4,0.361,2.3,5.1,0.464,0.481,1.1,1.4,0.776,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,7.3,1751,13.3,0.515,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21.0,17.7,0.5,1.0,1.4,0.039,-1.2,-1.0,-2.2,-0.1
257,Joffrey Lauvergne\lauvejo01,C,24,DEN,59,15,17.6,3.3,6.4,0.513,0.2,0.9,0.245,3.1,5.5,0.557,0.53,1.1,1.2,0.899,1.3,3.6,4.9,0.9,0.2,0.3,0.9,1.9,7.9,1041,15.7,0.567,0.139,0.182,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,1.6,0.7,2.3,0.105,-0.9,-1.4,-2.3,-0.1
258,Zach LaVine\lavinza01,SG,20,MIN,82,33,28.0,5.3,11.7,0.452,1.5,3.9,0.389,3.8,7.8,0.482,0.516,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,2294,14.3,0.548,0.33,0.212,1.4,10.1,5.8,18.6,1.5,0.6,12.9,23.5,1.9,0.7,2.6,0.054,1.0,-2.4,-1.4,0.3
259,Ty Lawson\lawsoty01,PG,28,TOT,66,13,21.4,2.1,5.4,0.393,0.5,1.6,0.333,1.6,3.7,0.419,0.444,0.9,1.3,0.686,0.4,1.4,1.8,3.6,0.8,0.1,1.4,1.3,5.7,1411,9.7,0.476,0.305,0.243,2.0,7.4,4.7,24.6,1.9,0.4,19.5,14.9,0.2,0.7,0.9,0.031,-2.7,-2.0,-4.6,-0.9
259,Ty Lawson\lawsoty01,PG,28,HOU,53,12,22.2,2.1,5.4,0.387,0.6,1.8,0.33,1.5,3.6,0.415,0.441,1.1,1.5,0.7,0.4,1.3,1.7,3.4,0.8,0.1,1.5,1.3,5.8,1176,8.9,0.48,0.328,0.279,1.9,6.5,4.2,22.3,1.8,0.4,20.3,14.8,0.0,0.4,0.4,0.017,-2.9,-2.2,-5.1,-0.9
259,Ty Lawson\lawsoty01,PG,28,IND,13,1,18.1,2.2,5.2,0.418,0.4,1.1,0.357,1.8,4.1,0.434,0.455,0.2,0.5,0.5,0.5,1.9,2.4,4.4,0.8,0.1,1.0,1.2,4.9,235,13.7,0.46,0.209,0.09,2.8,11.6,7.2,36.1,2.1,0.3,15.7,15.5,0.2,0.3,0.5,0.103,-1.5,-0.7,-2.2,0.0
260,Courtney Lee\leeco01,SG,30,TOT,79,65,29.5,3.7,8.1,0.454,1.0,2.7,0.378,2.6,5.3,0.493,0.518,1.3,1.5,0.839,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6,2334,11.5,0.551,0.34,0.185,1.4,8.7,4.9,9.1,1.9,1.1,9.4,14.7,2.1,1.7,3.9,0.08,-0.5,-0.1,-0.6,0.9
260,Courtney Lee\leeco01,SG,30,MEM,51,37,29.2,3.8,8.2,0.458,1.0,2.7,0.37,2.8,5.5,0.502,0.519,1.5,1.8,0.826,0.4,1.9,2.3,1.5,1.0,0.3,1.0,1.5,10.0,1489,11.7,0.556,0.329,0.22,1.4,7.9,4.5,8.1,1.8,1.0,9.6,15.3,1.5,0.8,2.2,0.072,-0.2,-0.7,-1.0,0.4
260,Courtney Lee\leeco01,SG,30,CHA,28,28,30.2,3.5,7.9,0.445,1.1,2.8,0.392,2.4,5.0,0.475,0.516,0.8,0.9,0.885,0.4,2.8,3.1,2.1,1.2,0.4,0.8,2.0,8.9,845,11.2,0.54,0.359,0.118,1.3,10.1,5.6,10.9,2.0,1.2,9.0,13.6,0.7,1.0,1.6,0.093,-0.9,1.0,0.2,0.5
261,David Lee\leeda02,PF,32,TOT,55,5,16.4,3.2,6.1,0.531,0.0,0.0,0.0,3.2,6.1,0.533,0.531,1.3,1.7,0.763,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8,903,19.6,0.568,0.003,0.278,12.0,24.6,18.3,15.5,1.2,2.5,14.9,21.5,1.7,1.4,3.0,0.161,-0.3,1.7,1.4,0.8
261,David Lee\leeda02,PF,32,BOS,30,4,15.7,2.9,6.4,0.453,0.0,0.0,0.0,2.9,6.4,0.455,0.453,1.3,1.7,0.784,1.4,3.0,4.3,1.8,0.4,0.4,1.3,1.7,7.1,470,15.5,0.499,0.005,0.266,9.1,20.4,14.7,18.3,1.2,2.2,15.1,22.9,0.2,0.7,0.9,0.092,-2.5,1.2,-1.3,0.1
261,David Lee\leeda02,PF,32,DAL,25,1,17.3,3.6,5.7,0.636,0.0,0.0,,3.6,5.7,0.636,0.636,1.2,1.7,0.738,2.4,4.6,7.0,1.2,0.4,0.6,1.1,2.5,8.5,433,24.0,0.66,0.0,0.294,15.2,29.1,22.2,12.5,1.2,2.9,14.8,20.0,1.5,0.7,2.1,0.237,2.1,2.2,4.3,0.7
262,Alex Len\lenal01,C,22,PHO,78,46,23.3,3.4,8.0,0.423,0.0,0.1,0.143,3.4,7.9,0.426,0.424,2.2,3.1,0.728,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9.0,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1.0,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-4.4,0.7,-3.6,-0.7
263,Kawhi Leonard\leonaka01,SF,24,SAS,72,72,33.1,7.7,15.1,0.506,1.8,4.0,0.443,5.9,11.1,0.528,0.565,4.1,4.6,0.874,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2,2380,26.0,0.616,0.267,0.306,4.7,18.4,11.8,13.0,2.8,2.3,7.8,25.8,8.3,5.5,13.7,0.277,5.5,2.8,8.3,6.2
264,Meyers Leonard\leoname01,PF,23,POR,61,10,21.9,3.2,7.1,0.448,1.4,3.7,0.377,1.8,3.4,0.527,0.547,0.6,0.8,0.761,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,8.4,1333,11.3,0.561,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,1.2,1.0,2.2,0.078,-0.5,-1.0,-1.5,0.2
265,Jon Leuer\leuerjo01,PF,26,PHO,67,27,18.7,3.3,7.0,0.481,0.6,1.6,0.382,2.7,5.3,0.511,0.526,1.1,1.5,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5,1255,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2.0,12.8,19.8,1.4,1.3,2.7,0.103,-1.3,0.3,-1.0,0.3
266,Damian Lillard\lillada01,PG,25,POR,75,75,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.497,5.5,6.2,0.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1,2676,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,7.7,1.4,9.2,0.165,5.9,-2.2,3.7,3.8
267,Jeremy Lin\linje01,SG,27,CHA,78,13,26.3,3.8,9.3,0.412,1.0,2.9,0.336,2.9,6.4,0.446,0.464,3.1,3.7,0.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,11.7,2048,13.8,0.534,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,1.3,2.3,3.5,0.082,-0.9,-0.2,-1.1,0.5
268,Shaun Livingston\livinsh01,PG,30,GSW,78,3,19.5,2.6,4.9,0.536,0.0,0.2,0.167,2.6,4.7,0.548,0.538,1.0,1.2,0.86,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3,1520,13.8,0.581,0.032,0.245,3.2,8.5,6.0,21.0,1.8,1.3,15.7,14.2,2.9,1.7,4.6,0.145,-0.6,0.1,-0.5,0.6
269,Kevon Looney\looneke01,PF,19,GSW,5,0,4.2,0.8,1.4,0.571,0.2,0.4,0.5,0.6,1.0,0.6,0.643,0.0,0.0,,0.8,1.2,2.0,0.0,0.0,0.0,0.2,0.4,1.8,21,18.6,0.643,0.286,0.0,21.8,29.1,25.6,0.0,0.0,0.0,12.5,16.5,0.1,0.0,0.1,0.192,-1.2,-8.2,-9.5,0.0
270,Brook Lopez\lopezbr01,C,27,BRO,73,73,33.7,8.1,15.8,0.511,0.0,0.2,0.143,8.1,15.7,0.515,0.512,4.3,5.5,0.787,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,20.6,2457,21.7,0.562,0.012,0.348,9.2,17.2,13.1,10.8,1.2,4.1,11.6,27.3,4.5,1.7,6.2,0.121,1.1,0.2,1.3,2.1
271,Robin Lopez\lopezro01,C,27,NYK,82,82,27.1,4.4,8.1,0.539,0.0,0.0,0.0,4.4,8.1,0.54,0.539,1.6,2.0,0.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3,2219,17.6,0.574,0.002,0.243,13.4,16.2,14.8,8.5,0.4,4.4,15.4,17.7,3.7,2.1,5.8,0.126,0.1,1.3,1.4,1.9
272,Kevin Love\loveke01,PF,27,CLE,77,77,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.3,7.0,0.467,0.499,3.4,4.1,0.822,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,16.0,2424,19.0,0.553,0.449,0.321,7.0,28.4,17.8,12.2,1.2,1.4,11.3,23.4,4.7,3.8,8.5,0.169,1.7,0.9,2.5,2.8
273,Kyle Lowry\lowryky01,PG,29,TOR,77,77,37.0,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2,2851,22.2,0.578,0.457,0.41,2.2,12.3,7.3,29.9,2.9,1.0,13.7,26.1,8.0,3.7,11.6,0.196,6.2,0.6,6.8,6.3
274,Trey Lyles\lylestr01,PF,20,UTA,80,33,17.3,2.4,5.5,0.438,0.6,1.6,0.383,1.8,3.9,0.461,0.494,0.7,1.0,0.695,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1,1382,11.6,0.517,0.294,0.188,5.0,20.2,12.6,7.1,1.0,1.1,12.1,17.9,0.6,1.7,2.3,0.079,-2.4,-0.4,-2.8,-0.3
